time,iso3_ref,iso3_cp,Source country,Sector,Sub-sector,Cluster,Activity,Jobs created,Capital investment,Project status,Destination state,Aggregate
2020-12-01,USA,FIN,Finland,IT,AI,Deep Tech,R&D,217,238199137.0,Opened,Pennsylvania,EU
2020-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Headquarters,1895,677348937.0,Opened,Georgia,China
2018-07-01,USA,CHN,China,Semiconductors,Cybersecurity,Tech,Innovation Center,724,68223972.0,Announced,Virginia,China
2022-12-01,USA,SAU,Saudi Arabia,Energy,Green Tech,Commodities,Headquarters,413,248492603.0,Announced,Florida,Other
2017-12-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,R&D,401,1576445039.0,Opened,Virginia,NAFTA (-US)
2023-05-01,USA,MAR,Morocco,IT,Cybersecurity,Deep Tech,New Investment,282,270053807.0,Opened,North Carolina,Other
2018-12-01,USA,VNM,Vietnam,Manufacturing,Robotics,Industrial,Logistics Hub,378,193941067.0,Announced,Massachusetts,Other
2023-01-01,USA,CHN,China,Manufacturing,Transport,Industrial,R&D,2346,827331829.0,Opened,Massachusetts,China
2018-06-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Expansion,546,419469382.0,Announced,Florida,China
2017-12-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Innovation Center,365,1468501582.0,Opened,North Carolina,China
2024-12-01,USA,GBR,United Kingdom,IT,Batteries,Deep Tech,New Investment,739,2498373464.0,Opened,California,UK
2024-10-01,USA,CZE,Czech Republic,Manufacturing,Batteries,Industrial,Expansion,234,3646010.0,Announced,Georgia,EU
2018-06-01,USA,IND,India,IT,Software,Deep Tech,New Investment,1871,2531360149.0,Announced,Georgia,BRICS
2023-02-01,USA,CHN,China,Aerospace,Hardware,Industrial,Expansion,763,2255662789.0,Opened,Pennsylvania,China
2023-08-01,USA,EGY,Egypt,Manufacturing,Hardware,Industrial,Manufacturing Plant,180,335179790.0,Opened,Texas,Other
2016-07-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,Expansion,149,2262613894.0,Announced,Illinois,NAFTA (-US)
2018-11-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Logistics Hub,121,1392846908.0,Opened,Washington,China
2020-07-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Logistics Hub,2304,416456765.0,Announced,Texas,China
2023-08-01,USA,IND,India,Telecom,Cybersecurity,Digital Economy,New Investment,800,1087912564.0,Opened,Massachusetts,BRICS
2017-02-01,USA,CHN,China,Semiconductors,AI,Tech,New Investment,2107,437232381.0,Opened,North Carolina,China
2016-10-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,New Investment,2436,211308949.0,Announced,New York,China
2022-08-01,USA,NLD,Netherlands,Manufacturing,Batteries,Industrial,R&D,227,366016400.0,Opened,North Carolina,EU
2017-04-01,USA,JPN,Japan,Manufacturing,Hardware,Automotive Hub,New Investment,1650,2836539895.0,Announced,New York,Other
2020-06-01,USA,ARG,Argentina,Manufacturing,Batteries,Automotive Hub,R&D,322,158030028.0,Opened,Virginia,Other
2023-11-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Innovation Center,1342,1430210421.0,Opened,North Carolina,China
2024-10-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,M&A,2447,2875302916.0,Announced,California,NAFTA (-US)
2023-05-01,USA,MAR,Morocco,Manufacturing,Hardware,Automotive Hub,New Investment,293,184051300.0,Opened,New York,Other
2022-05-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Expansion,485,174558402.0,Announced,Virginia,China
2021-10-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Expansion,803,46027857.0,Opened,Massachusetts,China
2019-08-01,USA,JPN,Japan,Automotive,Robotics,Automotive Hub,New Investment,2292,1061937891.0,Opened,Washington,Other
2022-01-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,R&D,1953,444205167.0,Opened,Virginia,China
2019-09-01,USA,MEX,Mexico,Manufacturing,Robotics,Automotive Hub,Headquarters,2321,558658502.0,Opened,Virginia,NAFTA (-US)
2024-04-01,USA,CHE,Switzerland,Energy,Renewables,Commodities,Headquarters,520,187191743.0,Opened,Georgia,Other
2020-08-01,USA,MEX,Mexico,Logistics,Cybersecurity,Automotive Hub,M&A,1397,367847287.0,Announced,California,NAFTA (-US)
2024-11-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Innovation Center,2207,2044693370.0,Opened,Pennsylvania,NAFTA (-US)
2022-12-01,USA,MAR,Morocco,Manufacturing,Batteries,Automotive Hub,R&D,570,114040779.0,Announced,North Carolina,Other
2022-10-01,USA,GBR,United Kingdom,IT,Hardware,Deep Tech,Manufacturing Plant,2224,149406942.0,Announced,Pennsylvania,UK
2024-11-01,USA,MEX,Mexico,Logistics,Renewables,Defense,Expansion,211,60110590.0,Opened,California,NAFTA (-US)
2020-09-01,USA,JPN,Japan,Manufacturing,Batteries,Industrial,M&A,586,2822503910.0,Announced,Georgia,Other
2017-09-01,USA,IND,India,Telecom,AI,Tech,Headquarters,1257,2989632134.0,Announced,Virginia,BRICS
2021-08-01,USA,IND,India,Telecom,Software,Tech,Expansion,1206,463895181.0,Opened,Georgia,BRICS
2020-02-01,USA,CAN,Canada,Energy,Renewables,Energy,Innovation Center,1739,299326726.0,Announced,Washington,NAFTA (-US)
2018-09-01,USA,CHN,China,Manufacturing,Robotics,Industrial,New Investment,1053,2529660937.0,Announced,Ohio,China
2023-07-01,USA,PER,Peru,IT,Hardware,Tech,R&D,93,88914056.0,Announced,New York,Other
2016-07-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Innovation Center,688,702623369.0,Opened,New York,China
2021-10-01,USA,CAN,Canada,Energy,Green Tech,Commodities,Headquarters,1747,144724471.0,Announced,California,NAFTA (-US)
2017-03-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,New Investment,2143,606261328.0,Announced,Ohio,China
2022-10-01,USA,VEN,Venezuela,Manufacturing,Hardware,Industrial,Logistics Hub,353,233400545.0,Announced,Ohio,Other
2018-08-01,USA,CHN,China,Semiconductors,AI,Tech,R&D,941,969845015.0,Announced,California,China
2022-03-01,USA,BEL,Belgium,Manufacturing,Hardware,Automotive Hub,Innovation Center,265,108174278.0,Announced,Massachusetts,EU
2017-08-01,USA,NOR,Norway,Manufacturing,Hardware,Industrial,Expansion,19,341126182.0,Announced,California,Other
2023-04-01,USA,EGY,Egypt,Manufacturing,Batteries,Automotive Hub,M&A,499,11230140.0,Opened,Texas,Other
2017-03-01,USA,DEU,Germany,Automotive,Robotics,Industrial,Headquarters,762,2887615593.0,Opened,North Carolina,EU
2019-12-01,USA,CAN,Canada,Mining,Renewables,Commodities,R&D,2303,1920739732.0,Announced,New York,NAFTA (-US)
2021-11-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,M&A,1556,2977512305.0,Announced,Georgia,China
2017-09-01,USA,CHN,China,Manufacturing,Hardware,Industrial,Innovation Center,676,304782747.0,Announced,Pennsylvania,China
2019-06-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,M&A,1093,2237336932.0,Opened,Massachusetts,China
2018-02-01,USA,CAN,Canada,Energy,Renewables,Commodities,Logistics Hub,1788,2653178018.0,Opened,North Carolina,NAFTA (-US)
2024-12-01,USA,NLD,Netherlands,IT,Cloud,Digital Economy,Expansion,566,121908417.0,Opened,New York,EU
2017-02-01,USA,CAN,Canada,Agriculture,Batteries,Defense,Manufacturing Plant,1202,87303276.0,Announced,Virginia,NAFTA (-US)
2020-09-01,USA,CHN,China,Semiconductors,Cybersecurity,Digital Economy,Manufacturing Plant,1895,2059275177.0,Announced,Georgia,China
2019-01-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Innovation Center,137,2206541309.0,Announced,Florida,China
2020-10-01,USA,IND,India,IT,AI,Tech,New Investment,1664,1032119957.0,Opened,Ohio,BRICS
2017-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,New Investment,1583,535771460.0,Opened,Massachusetts,China
2022-10-01,USA,EGY,Egypt,Manufacturing,Batteries,Industrial,Expansion,257,327203947.0,Opened,Florida,Other
2021-09-01,USA,IND,India,IT,Cybersecurity,Tech,Manufacturing Plant,662,767405157.0,Opened,Illinois,BRICS
2016-03-01,USA,MEX,Mexico,Automotive,Transport,Industrial,Logistics Hub,2291,1450816594.0,Announced,Washington,NAFTA (-US)
2023-03-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,R&D,415,2184357890.0,Announced,Illinois,China
2023-06-01,USA,IND,India,Telecom,Cloud,Tech,Innovation Center,343,2047842281.0,Announced,Illinois,BRICS
2019-01-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,New Investment,146,1699911097.0,Opened,Washington,China
2023-04-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,R&D,1276,1282987158.0,Opened,Massachusetts,NAFTA (-US)
2020-01-01,USA,CHE,Switzerland,Manufacturing,Batteries,Industrial,Logistics Hub,311,338050968.0,Opened,California,Other
2017-07-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,R&D,475,738391929.0,Opened,Pennsylvania,China
2023-05-01,USA,DEU,Germany,Manufacturing,Robotics,Industrial,Logistics Hub,1516,254562174.0,Announced,Washington,EU
2023-01-01,USA,MEX,Mexico,Manufacturing,Hardware,Industrial,Manufacturing Plant,347,452876403.0,Opened,New York,NAFTA (-US)
2016-12-01,USA,KEN,Kenya,IT,Cybersecurity,Tech,Innovation Center,487,256400152.0,Announced,Texas,Other
2021-01-01,USA,IND,India,Telecom,Cybersecurity,Tech,R&D,382,1465188951.0,Announced,Illinois,BRICS
2019-05-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Logistics Hub,72,2334685000.0,Announced,Massachusetts,China
2018-09-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Expansion,1118,906126004.0,Opened,Florida,China
2020-02-01,USA,VNM,Vietnam,Energy,Oil & Gas,Energy,New Investment,339,204307188.0,Announced,Massachusetts,Other
2021-08-01,USA,CHN,China,Manufacturing,Batteries,Industrial,R&D,1360,2399464660.0,Announced,California,China
2024-10-01,USA,MEX,Mexico,Automotive,Hardware,Industrial,M&A,1892,1995567782.0,Announced,Florida,NAFTA (-US)
2021-11-01,USA,MEX,Mexico,Manufacturing,Transport,Industrial,Expansion,2031,760930877.0,Announced,California,NAFTA (-US)
2023-02-01,USA,GBR,United Kingdom,IT,Cybersecurity,Digital Economy,Logistics Hub,966,1841301380.0,Opened,Texas,UK
2018-09-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,Headquarters,1901,2432423401.0,Opened,Texas,NAFTA (-US)
2022-09-01,USA,IND,India,IT,Cybersecurity,Deep Tech,Expansion,701,1986436926.0,Opened,Massachusetts,BRICS
2017-12-01,USA,ZAF,South Africa,Energy,Oil & Gas,Energy,Expansion,260,283520903.0,Opened,Ohio,BRICS
2021-01-01,USA,ESP,Spain,Automotive,Robotics,Industrial,New Investment,459,366724944.0,Opened,Pennsylvania,EU
2021-01-01,USA,DEU,Germany,Manufacturing,Hardware,Automotive Hub,Logistics Hub,1906,2611365524.0,Opened,Illinois,EU
2024-02-01,USA,IND,India,IT,Hardware,Deep Tech,Expansion,2105,2473178649.0,Announced,Massachusetts,BRICS
2018-04-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,New Investment,816,2381712619.0,Announced,Pennsylvania,China
2020-10-01,USA,IND,India,IT,AI,Digital Economy,Manufacturing Plant,247,53567513.0,Opened,California,BRICS
2019-07-01,USA,MEX,Mexico,Automotive,Transport,Industrial,R&D,2421,193855151.0,Announced,Massachusetts,NAFTA (-US)
2019-05-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Expansion,108,2009641094.0,Opened,Pennsylvania,China
2019-03-01,USA,CHN,China,Automotive,Hardware,Industrial,R&D,418,2777416619.0,Announced,Texas,China
2023-02-01,USA,JPN,Japan,IT,Batteries,Digital Economy,Innovation Center,821,211828714.0,Announced,Georgia,Other
2020-01-01,USA,DEU,Germany,Manufacturing,Transport,Industrial,Logistics Hub,256,847657035.0,Announced,New York,EU
2017-05-01,USA,CHN,China,Automotive,Hardware,Automotive Hub,R&D,838,1494964434.0,Announced,New York,China
2024-02-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Manufacturing Plant,2283,2280222196.0,Announced,North Carolina,NAFTA (-US)
2021-10-01,USA,CHN,China,Automotive,Robotics,Automotive Hub,M&A,157,222188293.0,Announced,California,China
2025-02-01,USA,CHN,China,Semiconductors,AI,Deep Tech,M&A,571,681107608.0,Announced,Florida,China
2021-10-01,USA,KOR,South Korea,Manufacturing,Robotics,Automotive Hub,Manufacturing Plant,24,32858904.0,Opened,Massachusetts,Other
2024-02-01,USA,GBR,United Kingdom,Finance,Insurance,Fintech,M&A,1424,1002629363.0,Announced,North Carolina,UK
2021-05-01,USA,NOR,Norway,Manufacturing,Batteries,Industrial,Innovation Center,592,336799173.0,Announced,Pennsylvania,Other
2022-02-01,USA,IND,India,IT,Software,Deep Tech,M&A,421,2221217300.0,Announced,California,BRICS
2023-01-01,USA,CHN,China,Semiconductors,Batteries,Tech,Manufacturing Plant,348,1921478117.0,Opened,New York,China
2016-05-01,USA,KOR,South Korea,Manufacturing,Robotics,Automotive Hub,Innovation Center,348,317304710.0,Announced,Ohio,Other
2016-02-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Logistics Hub,1601,2044856860.0,Opened,Florida,China
2017-10-01,USA,ISR,Israel,Energy,Renewables,Green Growth,Manufacturing Plant,308,276125982.0,Opened,Georgia,Other
2025-04-01,USA,DEU,Germany,Construction,Batteries,Automotive Hub,Headquarters,99,2013762097.0,Opened,New York,EU
2020-09-01,USA,CHN,China,Semiconductors,Cybersecurity,Deep Tech,Logistics Hub,158,1261897633.0,Announced,California,China
2021-06-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,Manufacturing Plant,554,1191395274.0,Announced,Massachusetts,NAFTA (-US)
2022-02-01,USA,MEX,Mexico,Logistics,Oil & Gas,Industrial,R&D,2275,689985254.0,Announced,Georgia,NAFTA (-US)
2024-02-01,USA,FIN,Finland,IT,AI,Digital Economy,Innovation Center,72,389690930.0,Announced,Massachusetts,EU
2017-04-01,USA,ARE,UAE,IT,Batteries,Tech,Innovation Center,530,317938572.0,Announced,Illinois,Other
2025-04-01,USA,FRA,France,Pharma,Banking,Industrial,R&D,1069,2521916183.0,Announced,Illinois,EU
2020-03-01,USA,IND,India,Telecom,Cloud,Tech,R&D,2419,286598294.0,Announced,Florida,BRICS
2019-03-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Logistics Hub,734,2415596766.0,Opened,Virginia,China
2023-02-01,USA,CAN,Canada,Mining,Oil & Gas,Green Growth,New Investment,92,2881378645.0,Opened,Virginia,NAFTA (-US)
2022-04-01,USA,GBR,United Kingdom,Finance,Banking,Services,R&D,2220,1431462399.0,Announced,Illinois,UK
2023-04-01,USA,IND,India,Telecom,Hardware,Tech,M&A,1101,2555904600.0,Opened,Pennsylvania,BRICS
2025-03-01,USA,AUS,Australia,Manufacturing,Hardware,Automotive Hub,Logistics Hub,364,387587570.0,Announced,Virginia,Other
2019-04-01,USA,NGA,Nigeria,Manufacturing,Transport,Industrial,Manufacturing Plant,238,71948460.0,Announced,Georgia,Other
2019-02-01,USA,GBR,United Kingdom,Finance,E-commerce,Fintech,M&A,280,754396850.0,Announced,Texas,UK
2020-12-01,USA,CHN,China,Manufacturing,Robotics,Industrial,Expansion,1801,277379503.0,Opened,Washington,China
2020-11-01,USA,MAR,Morocco,Manufacturing,Batteries,Industrial,M&A,221,245919343.0,Announced,Georgia,Other
2016-10-01,USA,ARG,Argentina,IT,AI,Tech,R&D,325,287966965.0,Opened,North Carolina,Other
2024-03-01,USA,ESP,Spain,IT,Batteries,Tech,Manufacturing Plant,170,358112108.0,Announced,Ohio,EU
2021-04-01,USA,GBR,United Kingdom,IT,Cloud,Deep Tech,R&D,2429,2312542489.0,Announced,Washington,UK
2021-03-01,USA,VNM,Vietnam,Energy,Renewables,Commodities,Expansion,14,341575718.0,Announced,Florida,Other
2020-01-01,USA,CHN,China,Semiconductors,Software,Digital Economy,M&A,669,899084083.0,Opened,California,China
2021-04-01,USA,CZE,Czech Republic,Pharma,Batteries,Tech,New Investment,391,210355044.0,Announced,Ohio,EU
2018-08-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Expansion,530,2189444374.0,Announced,Washington,China
2016-07-01,USA,AUS,Australia,IT,Batteries,Digital Economy,Expansion,492,21502821.0,Opened,Illinois,Other
2017-09-01,USA,GBR,United Kingdom,IT,Software,Deep Tech,M&A,1220,1504608366.0,Announced,Ohio,UK
2017-08-01,USA,MEX,Mexico,Automotive,Batteries,Industrial,M&A,727,573644923.0,Opened,Florida,NAFTA (-US)
2018-02-01,USA,CAN,Canada,Agriculture,Renewables,Deep Tech,M&A,1332,1366804807.0,Opened,Illinois,NAFTA (-US)
2021-08-01,USA,IND,India,IT,Software,Tech,Expansion,875,643855810.0,Announced,Texas,BRICS
2025-02-01,USA,NGA,Nigeria,Manufacturing,Batteries,Automotive Hub,Headquarters,26,49703854.0,Opened,Texas,Other
2023-02-01,USA,IND,India,Telecom,Cybersecurity,Deep Tech,Expansion,1478,560009146.0,Announced,Massachusetts,BRICS
2017-03-01,USA,CHN,China,Semiconductors,Batteries,Tech,Manufacturing Plant,1210,1328496419.0,Announced,North Carolina,China
2024-08-01,USA,KOR,South Korea,Manufacturing,Hardware,Automotive Hub,Manufacturing Plant,51,313611450.0,Opened,Washington,Other
2023-01-01,USA,SGP,Singapore,Manufacturing,Transport,Automotive Hub,Innovation Center,5,6983564.0,Opened,Massachusetts,Other
2022-07-01,USA,AUS,Australia,Manufacturing,Robotics,Industrial,Manufacturing Plant,160,23066176.0,Announced,North Carolina,Other
2023-02-01,USA,COL,Colombia,IT,Software,Deep Tech,M&A,205,318381118.0,Opened,Florida,Other
2023-08-01,USA,CHN,China,Semiconductors,Software,Digital Economy,Logistics Hub,1974,2524366154.0,Opened,Ohio,China
2017-02-01,USA,IND,India,IT,Cloud,Tech,Logistics Hub,949,275264839.0,Announced,Florida,BRICS
2018-03-01,USA,CAN,Canada,Agriculture,Green Tech,Deep Tech,R&D,2080,1803822939.0,Opened,New York,NAFTA (-US)
2024-09-01,USA,MEX,Mexico,Automotive,Hardware,Automotive Hub,Innovation Center,1742,824129836.0,Opened,Washington,NAFTA (-US)
2019-04-01,USA,CHN,China,Automotive,Batteries,Automotive Hub,Manufacturing Plant,387,1433924131.0,Opened,Massachusetts,China
2020-10-01,USA,COL,Colombia,Manufacturing,Robotics,Industrial,R&D,475,190282771.0,Opened,Florida,Other
2018-04-01,USA,CHN,China,Semiconductors,Hardware,Deep Tech,Manufacturing Plant,207,1160092285.0,Opened,Massachusetts,China
2018-02-01,USA,CAN,Canada,Agriculture,Renewables,Life Sciences,New Investment,1819,888558644.0,Opened,Virginia,NAFTA (-US)
2025-05-01,USA,ITA,Italy,Manufacturing,Robotics,Automotive Hub,Headquarters,557,124853160.0,Opened,Texas,EU
2021-03-01,USA,ISR,Israel,Manufacturing,Transport,Industrial,Expansion,348,177225816.0,Opened,New York,Other
2021-06-01,USA,VEN,Venezuela,Energy,Green Tech,Green Growth,M&A,234,234959868.0,Announced,North Carolina,Other
2018-01-01,USA,BEL,Belgium,Manufacturing,Hardware,Industrial,Headquarters,44,275546413.0,Announced,Ohio,EU
2016-03-01,USA,CHN,China,Agriculture,Robotics,Deep Tech,Manufacturing Plant,942,1330472431.0,Announced,California,China
2021-12-01,USA,NLD,Netherlands,Manufacturing,Transport,Industrial,R&D,449,153386895.0,Announced,California,EU
2019-08-01,USA,CZE,Czech Republic,IT,Cloud,Tech,M&A,82,208577990.0,Opened,Pennsylvania,EU
2024-01-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Innovation Center,1407,1896631158.0,Opened,North Carolina,China
2019-06-01,USA,CHN,China,Energy,Green Tech,Green Growth,New Investment,1481,608416119.0,Opened,Texas,China
2024-03-01,USA,MEX,Mexico,Automotive,Transport,Automotive Hub,Manufacturing Plant,419,875411407.0,Opened,North Carolina,NAFTA (-US)
2016-06-01,USA,MEX,Mexico,Manufacturing,Transport,Industrial,M&A,215,2944842732.0,Opened,Illinois,NAFTA (-US)
2019-03-01,USA,CHN,China,Energy,Renewables,Energy,R&D,1759,1161487152.0,Opened,New York,China
2020-04-01,USA,VNM,Vietnam,Manufacturing,Batteries,Industrial,Innovation Center,503,59153485.0,Announced,Virginia,Other
2017-11-01,USA,CHN,China,Semiconductors,Cybersecurity,Tech,Headquarters,2293,1085379357.0,Announced,Massachusetts,China
2023-05-01,USA,KOR,South Korea,Manufacturing,Batteries,Automotive Hub,Innovation Center,309,265530918.0,Announced,Georgia,Other
2020-02-01,USA,CHN,China,Manufacturing,Transport,Industrial,New Investment,155,2625958382.0,Opened,California,China
2019-07-01,USA,SWE,Sweden,Manufacturing,Hardware,Automotive Hub,R&D,115,65761989.0,Opened,California,EU
2017-07-01,USA,CHN,China,Manufacturing,Transport,Automotive Hub,M&A,311,945647904.0,Opened,North Carolina,China
2021-09-01,USA,KEN,Kenya,IT,Cybersecurity,Tech,M&A,300,137367889.0,Opened,Illinois,Other
2020-03-01,USA,IND,India,Telecom,Cloud,Deep Tech,New Investment,12,225280723.0,Announced,Texas,BRICS
2016-11-01,USA,CHN,China,Manufacturing,Hardware,Automotive Hub,Manufacturing Plant,2280,2908349725.0,Announced,Virginia,China
2016-12-01,USA,IND,India,IT,Batteries,Deep Tech,Headquarters,730,2244633173.0,Announced,New York,BRICS
2022-02-01,USA,CHN,China,Manufacturing,Transport,Industrial,Manufacturing Plant,1377,2807633204.0,Opened,Ohio,China
2016-08-01,USA,CHN,China,Manufacturing,Batteries,Automotive Hub,Logistics Hub,2351,1683574620.0,Opened,Massachusetts,China
2017-12-01,USA,KEN,Kenya,Construction,Transport,Industrial,Headquarters,470,226937672.0,Announced,California,Other
2023-08-01,USA,AUT,Austria,IT,Batteries,Digital Economy,R&D,24,245588302.0,Announced,Washington,EU
2019-05-01,USA,MEX,Mexico,Manufacturing,Batteries,Automotive Hub,Expansion,676,153024154.0,Opened,Texas,NAFTA (-US)
2018-12-01,USA,CAN,Canada,Energy,Renewables,Green Growth,M&A,172,587474084.0,Announced,North Carolina,NAFTA (-US)
2024-05-01,USA,PER,Peru,Manufacturing,Robotics,Industrial,M&A,327,60487687.0,Announced,Ohio,Other
2023-01-01,USA,EGY,Egypt,Energy,Oil & Gas,Green Growth,M&A,485,77672232.0,Announced,Texas,Other
2021-12-01,USA,KEN,Kenya,Manufacturing,Hardware,Industrial,M&A,462,254691001.0,Announced,Washington,Other
2020-07-01,USA,IND,India,IT,Software,Deep Tech,Expansion,2420,580184359.0,Announced,Washington,BRICS
2016-09-01,USA,GBR,United Kingdom,Logistics,Oil & Gas,Digital Economy,Headquarters,757,798342618.0,Announced,Ohio,UK
2019-11-01,USA,CAN,Canada,Mining,Oil & Gas,Commodities,Expansion,257,1430798305.0,Announced,California,NAFTA (-US)
2017-03-01,USA,NGA,Nigeria,IT,Batteries,Deep Tech,Manufacturing Plant,68,221587095.0,Opened,Texas,Other
2019-12-01,USA,CHN,China,Manufacturing,Robotics,Industrial,New Investment,673,730957510.0,Announced,New York,China
2025-02-01,USA,JPN,Japan,Aerospace,Hardware,Automotive Hub,Headquarters,1473,1357860136.0,Opened,Virginia,Other
2024-08-01,USA,VNM,Vietnam,IT,Software,Deep Tech,M&A,259,212770091.0,Announced,Texas,Other
2022-10-01,USA,CHN,China,Automotive,Robotics,Industrial,Expansion,307,1328737422.0,Opened,North Carolina,China
2019-06-01,USA,NGA,Nigeria,IT,Cybersecurity,Digital Economy,Headquarters,95,131778805.0,Announced,Texas,Other
2020-12-01,USA,CAN,Canada,Mining,Green Tech,Green Growth,R&D,246,658896924.0,Opened,Massachusetts,NAFTA (-US)
2022-12-01,USA,CHN,China,Semiconductors,Batteries,Deep Tech,Expansion,1659,1962204.0,Announced,Georgia,China
2021-10-01,USA,AUT,Austria,Manufacturing,Hardware,Automotive Hub,Innovation Center,373,176048853.0,Opened,New York,EU
2016-12-01,USA,GBR,United Kingdom,Finance,Banking,Fintech,M&A,2456,1236867516.0,Opened,Washington,UK
2016-02-01,USA,CAN,Canada,Agriculture,Oil & Gas,Tech,New Investment,1361,797027988.0,Opened,Pennsylvania,NAFTA (-US)
2016-07-01,USA,CHN,China,Semiconductors,Hardware,Digital Economy,R&D,563,2799143409.0,Announced,Georgia,China
2022-08-01,USA,IND,India,IT,Batteries,Digital Economy,Expansion,651,2955268585.0,Announced,North Carolina,BRICS
2016-03-01,USA,GBR,United Kingdom,IT,AI,Deep Tech,R&D,69,638077483.0,Announced,Washington,UK
2025-01-01,USA,MAR,Morocco,IT,Batteries,Digital Economy,Expansion,560,167564988.0,Opened,Illinois,Other
2016-03-01,USA,CAN,Canada,Energy,Renewables,Commodities,New Investment,2105,2076353108.0,Announced,Ohio,NAFTA (-US)
2018-03-01,USA,MEX,Mexico,Automotive,Transport,Industrial,Manufacturing Plant,1123,1964359891.0,Opened,Massachusetts,NAFTA (-US)
2025-06-01,USA,PRT,Portugal,Manufacturing,Hardware,Industrial,Logistics Hub,527,162447116.0,Announced,Ohio,EU
2024-11-01,USA,CHN,China,Manufacturing,Batteries,Industrial,Innovation Center,2227,2101014667.0,Announced,Georgia,China
2019-04-01,USA,MEX,Mexico,Automotive,Robotics,Industrial,R&D,574,673491732.0,Opened,Georgia,NAFTA (-US)
2024-06-01,USA,MEX,Mexico,Manufacturing,Transport,Industrial,New Investment,646,463164166.0,Opened,Washington,NAFTA (-US)
2018-09-01,USA,IND,India,IT,Batteries,Deep Tech,Expansion,2074,2094347049.0,Announced,Virginia,BRICS
2023-08-01,USA,DEU,Germany,Manufacturing,Robotics,Automotive Hub,Innovation Center,2032,2996568391.0,Opened,Pennsylvania,EU
2016-01-01,USA,IND,India,IT,Hardware,Digital Economy,Expansion,969,2276082970.0,Announced,Massachusetts,BRICS
2016-08-01,USA,CHN,China,Manufacturing,Robotics,Automotive Hub,Expansion,1540,1682433876.0,Announced,Pennsylvania,China
2024-05-01,USA,IND,India,Telecom,Software,Deep Tech,Headquarters,2197,2728178471.0,Announced,Massachusetts,BRICS
2018-08-01,USA,NOR,Norway,Manufacturing,Batteries,Industrial,R&D,25,148614438.0,Announced,Florida,Other
2019-12-01,USA,CHL,Chile,Manufacturing,Robotics,Industrial,Expansion,555,160612072.0,Opened,New York,Other
2024-11-01,USA,VEN,Venezuela,Manufacturing,Transport,Industrial,Expansion,293,177734136.0,Announced,Illinois,Other
2024-05-01,USA,NLD,Netherlands,Energy,Green Tech,Commodities,Manufacturing Plant,554,317578990.0,Announced,Illinois,EU
2016-04-01,USA,KOR,South Korea,IT,Cloud,Tech,Innovation Center,317,152075981.0,Opened,California,Other
2023-10-01,USA,BRA,Brazil,Agriculture,Green Tech,Digital Economy,New Investment,1348,2022109075.0,Opened,Illinois,BRICS
2021-10-01,USA,MEX,Mexico,Automotive,Batteries,Automotive Hub,Innovation Center,2124,2842151072.0,Opened,California,NAFTA (-US)
2025-02-01,USA,ESP,Spain,Manufacturing,Transport,Industrial,Logistics Hub,486,233249885.0,Opened,Illinois,EU
2017-07-01,USA,SAU,Saudi Arabia,Manufacturing,Batteries,Industrial,Headquarters,88,146896938.0,Opened,Pennsylvania,Other
2018-08-01,USA,IND,India,IT,Cybersecurity,Digital Economy,Manufacturing Plant,1256,1709832518.0,Opened,Washington,BRICS
2016-09-01,USA,CHN,China,Retail,Insurance,Services,Headquarters,976,1605015789.0,Announced,Pennsylvania,China
